id,value,nok,ffiak,wage_dif,mean_wage_fem,mean_wage_male,noi_honap,ffi_honap,gender_dom,relevant_wagedif_norm,wage_sign,wagegap,wagegap_wlimit,wagegap2,wagegap_controlled,wagegap_controlled_wlimit,tenure_dif,manag_av,id_labels,occ_0,occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,occ_11,occ_12,occ_13,occ_14,occ_15,occ_16,occ_17,occ_18,occ_19,occ_20,occ_21,occ_22,occ_23,occ_24,occ_25,occ_26,occ_27,occ_28,occ_29,occ_30,occ_31,occ_32,occ_33,occ_34,occ_35,occ_36,occ_37,occ_38,occ_39,occ_40,occ_41,occ_42,occ_43,occ_44,occ_45,occ_46,occ_47,occ_48,occ_49,occ_50,hany_ism,occ_51
0.34.29,79,49,30,210191.77,110893.09,123331.98,15.714286,18.333334,2,1,1,1,1,1,0,0,1,,"0.Commercial and catering occupations.Business related services administrators, agents",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.29.15,35,18,17,76641.859,253027.72,171521.3,16.333334,8.8235292,0,0,1,0,0,0,0,0,0,0,"0.Commercial and catering occupations.Business related services administrators, agents.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.29.33,4,4,0,22661.389,136843.77,,32,,2,0,1,,,,,,,,"0.Commercial and catering occupations.Business related services administrators, agents.Customer services occupations",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.29.33.15,4,4,0,10621.62,164762.25,,49.75,,2,0,1,,,,,,,0,"0.Commercial and catering occupations.Business related services administrators, agents.Customer services occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.29.34,18,11,7,114512.59,105981.47,110501.87,12.909091,18.571428,2,0,1,1,1,0,0,0,1,,"0.Commercial and catering occupations.Business related services administrators, agents.Commercial and catering occupations",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.29.34.15,9,5,4,159548.63,232050.97,215791.03,12.2,25,0,1,1,0,0,0,0,0,1,0,"0.Commercial and catering occupations.Business related services administrators, agents.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.31,27,15,12,292764.78,113309.93,89559.188,15.2,5.75,0,1,1,0,0,0,0,0,0,,0.Commercial and catering occupations.Other administrators,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.31.15,5,3,2,213365.77,364708.97,239728.17,5,4.5,0,1,1,0,0,0,0,0,0,1,"0.Commercial and catering occupations.Other administrators.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.32,48,39,9,170668.3,92158.523,104718.34,15.179487,7.3333335,2,1,1,1,1,1,0,0,0,,0.Commercial and catering occupations.Office clerks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.32.15,15,10,5,81358.211,193357.94,75432.688,14.5,9,2,0,1,0,0,0,0,0,0,0,"0.Commercial and catering occupations.Office clerks.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.32.29,5,4,1,740973.06,142938.88,359048.06,6.75,19,2,1,1,1,,1,1,,1,,"0.Commercial and catering occupations.Office clerks.Business related services administrators, agents",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.32.29.15,4,3,1,-306454,163434.53,139238,6.6666665,3,2,0,0,0,,0,0,,0,0,"0.Commercial and catering occupations.Office clerks.Business related services administrators, agents.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.32.34,13,12,1,117435.57,95764.406,200312.28,26.25,14,2,0,1,1,,1,1,,0,,0.Commercial and catering occupations.Office clerks.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.32.34.15,8,8,0,72345.008,176244.14,,8.875,,2,0,1,,,,,,,0,"0.Commercial and catering occupations.Office clerks.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.33,104,79,25,123778.7,102119.69,97269.609,14.56962,10,2,0,1,0,0,0,0,0,0,,0.Commercial and catering occupations.Customer services occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.33.15,33,21,12,77108.039,192067.98,149998.64,11.952381,19.75,2,0,1,0,0,0,0,0,1,0,"0.Commercial and catering occupations.Customer services occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.33.34,50,41,9,58670.465,107252.81,98266.047,31.512196,12.333333,2,0,1,0,0,0,0,0,0,,0.Commercial and catering occupations.Customer services occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.33.34.15,29,25,4,17835.354,197175.02,122661.76,15.36,12.25,2,0,1,0,0,0,1,1,0,0,"0.Commercial and catering occupations.Customer services occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.35,28,17,11,108196.83,81229.852,77001.5,11.823529,9,2,0,1,0,0,0,1,1,0,,0.Commercial and catering occupations.Service workers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.35.15,7,4,3,293951.69,137584.16,132085,9.25,4.3333335,0,1,1,0,0,0,1,1,0,0,"0.Commercial and catering occupations.Service workers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.34.35.34,9,7,2,267671.91,118407.98,75211,23,3,2,1,1,0,0,0,0,0,0,,0.Commercial and catering occupations.Service workers.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.35.34.15,6,6,0,126127.55,200333.77,,8.833333,,2,0,1,,,,,,,0,"0.Commercial and catering occupations.Service workers.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.34.48,215,110,105,86226.82,83921.797,100306.88,10.554545,15.304762,0,0,1,1,1,1,1,1,1,,0.Commercial and catering occupations.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.34.48.15,79,37,42,82685.359,161959.61,176291.31,13,11.238095,0,0,1,1,1,1,1,1,0,0,"0.Commercial and catering occupations.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.34.48.29,10,5,5,24709.754,114127.1,143377.47,31.6,19,0,0,1,1,1,1,1,1,0,,"0.Commercial and catering occupations.Occupations not requiring qualifications.Business related services administrators, agents",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.34.48.29.15,7,4,3,18702.645,177529.25,137314.03,24.75,17.666666,0,0,1,0,0,0,0,0,0,0,"0.Commercial and catering occupations.Occupations not requiring qualifications.Business related services administrators, agents.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.34.48.34,79,49,30,174831.41,104139.79,106018.19,20.387754,19.433332,2,1,1,1,1,0,1,1,0,,0.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.34.48.34.15,49,32,17,59177.453,190768.89,186059.33,14.40625,17.411764,2,0,1,0,0,0,1,1,1,0,"0.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0.34.48.34.48,17,10,7,145710.95,92756.336,92725.219,18,8.5714283,0,0,1,0,0,0,0,0,0,,0.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0.34.48.34.48.15,7,6,1,44164.332,155590.95,137639,10.166667,2,2,0,1,0,,0,0,,0,0,"0.Commercial and catering occupations.Occupations not requiring qualifications.Commercial and catering occupations.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0.34.48.50,5,1,4,-34427.777,148396.7,74275.906,10,25,1,0,0,0,,0,,,1,,0.Commercial and catering occupations.Occupations not requiring qualifications.Entrepreneur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.34.48.50.15,4,1,3,-12039.351,65166.5,135990.61,2,21.666666,1,0,0,1,,1,1,,1,0,"0.Commercial and catering occupations.Occupations not requiring qualifications.Entrepreneur.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.34.50,22,15,7,107701.27,74951.18,65861.859,8.7333336,3.1428571,2,0,1,0,0,0,,,0,,0.Commercial and catering occupations.Entrepreneur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.34.50.15,6,6,0,5140.1475,99441.102,,14.166667,,2,0,1,,,,,,,0,"0.Commercial and catering occupations.Entrepreneur.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.34.50.34,10,6,4,224383.14,97852.438,98855.234,10.666667,17.25,0,1,1,1,1,0,0,0,1,,0.Commercial and catering occupations.Entrepreneur.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.34.50.34.15,8,4,4,93456.258,115810.31,221757.36,9.5,11.5,0,0,1,1,1,1,1,1,1,0,"0.Commercial and catering occupations.Entrepreneur.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.35,107,48,59,,60034.684,69934.727,6.6875,9.6779661,0,,,1,1,1,1,1,1,,0.Service workers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.35.15,20,8,12,658774.63,111257.22,215312.66,10.25,14.333333,1,1,1,1,1,1,1,1,1,0,"0.Service workers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35.34,22,14,8,239454.77,85107.523,99651.25,17.785715,16.625,2,1,1,1,1,1,1,1,0,,0.Service workers.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35.34.15,10,7,3,28504.533,185355.45,199040.28,12.714286,20.666666,2,0,1,1,1,1,1,1,1,0,"0.Service workers.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.35.48,15,5,10,174493.47,55910.195,87352.859,11.8,9.8999996,1,1,1,1,1,1,1,1,0,,0.Service workers.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.35.48.15,5,1,4,7729.3975,168427.7,128054.68,10,8.25,1,0,1,0,,0,1,,0,0,"0.Service workers.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.36,57,16,41,,65221.93,72658.172,3.125,10.634147,1,,,1,1,1,1,1,1,,0.Agricultural occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.36.15,13,2,11,267406.69,76564.617,159176.53,22,23.636364,1,1,1,1,1,1,0,0,1,0,"0.Agricultural occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.36.34,9,4,5,436940.38,88398.094,101981.55,32.5,17.200001,0,1,1,1,1,1,1,1,0,,0.Agricultural occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.36.34.15,5,1,4,169967.36,131641.48,162189.53,23,7.75,1,1,1,1,,1,1,,0,0,"0.Agricultural occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38,77,23,54,,70879.563,88134.031,10.304348,24.722221,1,,,1,1,1,1,1,1,,0.Food processing workers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38.15,18,4,14,90219.641,123832.16,183799.77,7.75,18,1,0,1,1,1,1,1,1,1,0,"0.Food processing workers.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38.34,16,5,11,350139.5,127227.2,115333.5,40.599998,17.363636,1,1,1,0,0,0,0,0,0,,0.Food processing workers.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.38.34.15,9,5,4,347663.97,186829.38,218454,29.200001,22.25,0,1,1,1,1,1,1,1,0,0,"0.Food processing workers.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39,39,10,29,,67956.531,65101.172,13.8,16,1,,,0,0,0,1,1,1,,0.Light industry occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39.15,9,1,8,431611.94,93545.445,169732.13,9,8.5,1,1,1,1,,1,1,,0,0,"0.Light industry occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39.34,8,4,4,99906.141,128765.91,105283.66,19.75,62.5,0,0,1,0,0,0,0,0,1,,0.Light industry occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39.34.15,7,3,4,72972.609,206504.08,210884.67,3.3333333,7.75,0,0,1,1,1,0,1,1,1,0,"0.Light industry occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.40,120,22,98,,59175.191,98276.523,3.2727273,15.377551,1,,,1,1,1,1,1,1,,0.Metal and electrical industry occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.40.15,22,1,21,62785.469,47776,217625.25,1,15.095238,1,0,1,1,,1,0,,1,0,"0.Metal and electrical industry occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.40.34,22,11,11,345665.13,109388.71,101406.14,22.363636,25.09091,0,1,1,0,0,0,1,1,1,,0.Metal and electrical industry occupations.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.40.34.15,9,4,5,23502.824,293632.5,162715.14,18.25,28.799999,0,0,1,0,0,0,0,0,1,0,"0.Metal and electrical industry occupations.Commercial and catering occupations.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.40.48,19,1,18,43219.855,66408,83837.5,3,16.222221,1,0,1,1,,1,1,,1,,0.Metal and electrical industry occupations.Occupations not requiring qualifications,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.40.48.15,5,0,5,39549.422,,154802.23,,33.799999,1,0,1,,,,,,,0,"0.Metal and electrical industry occupations.Occupations not requiring qualifications.Managing directors, managers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0.40.48.34,4,1,3,157252.3,146825.75,105546.74,33,10.666667,1,0,1,0,,0,0,,0,,0.Metal and electrical industry occupations.Occupations not requiring qualifications.Commercial and catering occupations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
